OrderID,Supplier,ProductCategory,Region,OrderDate,DeliveryDate,UnitsOrdered,UnitPrice,InventoryStock,DeliveryStatus,DelayDays,ContractID,TotalPrice,IsLate
ORD00039,Supplier_D,Electronics,East,2023-10-20 06:00:00,2023-11-27 03:00:00,2,163.4,384,Cancelled,12,CON0039,326.8,Yes
ORD00040,Supplier_B,Furniture,West,2023-10-18 06:00:00,2023-07-25 18:00:00,87,170.31,387,Cancelled,21,CON0040,14816.97,Yes
ORD00041,Supplier_A,Clothing,North,2023-10-02 11:00:00,2023-10-06 19:00:00,13,420.73,814,Delivered,24,CON0041,5469.49,Yes
ORD00042,Supplier_B,Electronics,West,2023-09-28 16:00:00,2023-04-06 07:00:00,68,325.64,448,Cancelled,29,CON0042,22143.52,Yes
ORD00043,Supplier_A,Furniture,West,2023-08-01 03:00:00,2023-06-09 23:00:00,47,356.53,563,Pending,7,CON0043,16756.91,Yes
ORD00044,Supplier_A,Clothing,West,2023-01-29 05:00:00,2023-01-26 01:00:00,89,319.82,302,Delayed,16,CON0044,28463.98,Yes
ORD00045,Supplier_C,Furniture,West,2023-09-04 05:00:00,2023-01-19 14:00:00,75,473.37,98,Delayed,0,CON0045,35502.75,No
ORD00046,Supplier_A,Clothing,South,2023-03-07 01:00:00,2023-04-27 03:00:00,50,107.47,972,Delivered,28,CON0046,5373.5,Yes
ORD00047,Supplier_C,Furniture,South,2023-06-18 21:00:00,2023-02-22 05:00:00,12,494.57,305,Delivered,8,CON0047,5934.84,Yes
ORD00048,Supplier_D,Clothing,West,2023-12-27 04:00:00,2023-05-14 08:00:00,13,416.32,556,Delivered,14,CON0048,5412.16,Yes
ORD00049,Supplier_D,Clothing,North,2023-06-02 08:00:00,2023-01-30 15:00:00,9,296.54,41,Cancelled,-4,CON0049,2668.86,No
ORD00050,Supplier_C,Electronics,West,2023-08-07 02:00:00,2023-02-01 02:00:00,59,332.87,990,Delivered,20,CON0050,19639.33,Yes
ORD00051,Supplier_D,Furniture,West,2023-06-22 18:00:00,2023-02-02 02:00:00,45,326.17,467,Delivered,-9,CON0051,14677.65,No
ORD00052,Supplier_A,Food,South,2023-08-17 16:00:00,2023-07-01 17:00:00,70,33.91,439,Pending,27,CON0052,2373.7,Yes
ORD00053,Supplier_C,Electronics,North,2023-12-03 17:00:00,2023-04-25 00:00:00,43,112.92,326,Pending,-6,CON0053,4855.56,No
ORD00054,Supplier_D,Furniture,East,2023-01-09 17:00:00,2023-01-31 11:00:00,74,480.93,568,Delayed,3,CON0054,35588.82,Yes
ORD00055,Supplier_A,Furniture,West,2023-07-27 15:00:00,2023-12-27 10:00:00,23,269.51,999,Cancelled,7,CON0055,6198.73,Yes
ORD00056,Supplier_A,Food,West,2023-10-25 13:00:00,2023-01-22 03:00:00,79,192.29,32,Delivered,25,CON0056,15190.91,Yes
ORD00057,Supplier_A,Electronics,South,2023-07-26 01:00:00,2023-03-06 21:00:00,45,382.21,411,Delivered,-7,CON0057,17199.45,No
ORD00058,Supplier_A,Food,West,2023-11-29 12:00:00,2023-01-09 01:00:00,23,264.64,625,Pending,13,CON0058,6086.72,Yes
ORD00059,Supplier_B,Furniture,West,2023-06-15 06:00:00,2023-02-13 12:00:00,34,11.52,811,Cancelled,2,CON0059,391.68,Yes
ORD00060,Supplier_C,Food,West,2023-04-28 16:00:00,2023-10-24 13:00:00,16,369.44,113,Delayed,10,CON0060,5911.04,Yes
ORD00061,Supplier_A,Clothing,North,2023-02-22 02:00:00,2023-09-28 10:00:00,63,367.45,507,Delivered,22,CON0061,23149.35,Yes
ORD00062,Supplier_B,Clothing,West,2023-07-18 06:00:00,2023-02-06 07:00:00,51,86.75,55,Cancelled,9,CON0062,4424.25,Yes
ORD00063,Supplier_C,Food,North,2023-07-01 19:00:00,2023-05-21 10:00:00,32,478.55,555,Cancelled,-6,CON0063,15313.6,No
ORD00064,Supplier_B,Clothing,East,2023-04-01 03:00:00,2023-06-18 05:00:00,38,115.83,723,Delayed,13,CON0064,4401.54,Yes
ORD00065,Supplier_A,Food,East,2023-03-19 05:00:00,2023-12-04 14:00:00,56,231.59,351,Delayed,24,CON0065,12969.04,Yes
ORD00066,Supplier_A,Electronics,East,2023-02-01 09:00:00,2023-01-03 07:00:00,69,61.79,328,Delivered,19,CON0066,4263.51,Yes
ORD00067,Supplier_B,Electronics,West,2023-08-16 00:00:00,2023-12-16 16:00:00,17,303.62,545,Cancelled,17,CON0067,5161.54,Yes
ORD00068,Supplier_C,Food,South,2023-03-19 20:00:00,2023-11-26 05:00:00,86,190.85,269,Cancelled,-4,CON0068,16413.1,No
ORD00069,Supplier_B,Electronics,West,2023-01-08 13:00:00,2023-09-16 02:00:00,39,179.82,195,Delivered,24,CON0069,7012.98,Yes
ORD00070,Supplier_C,Food,North,2023-03-05 01:00:00,2023-11-24 06:00:00,41,414.35,412,Delivered,19,CON0070,16988.35,Yes
ORD00071,Supplier_B,Furniture,West,2023-05-20 08:00:00,2023-04-08 11:00:00,48,9.73,636,Delayed,23,CON0071,467.04,Yes
ORD00072,Supplier_D,Food,South,2023-08-07 06:00:00,2023-01-04 17:00:00,82,399.98,78,Pending,28,CON0072,32798.36,Yes
ORD00073,Supplier_A,Electronics,North,2023-10-23 09:00:00,2023-03-23 08:00:00,28,287.87,766,Delivered,-2,CON0073,8060.36,No
ORD00074,Supplier_C,Electronics,North,2023-09-24 17:00:00,2023-07-29 19:00:00,77,493.12,656,Cancelled,1,CON0074,37970.24,Yes
ORD00075,Supplier_D,Electronics,North,2023-04-17 12:00:00,2023-11-11 21:00:00,50,296.77,82,Delivered,18,CON0075,14838.5,Yes
ORD00076,Supplier_D,Food,East,2023-09-12 02:00:00,2023-09-18 09:00:00,1,32.41,741,Delayed,-1,CON0076,32.41,No
ORD00077,Supplier_B,Furniture,West,2023-08-09 00:00:00,2023-08-16 23:00:00,50,30.07,136,Delayed,16,CON0077,1503.5,Yes
ORD00078,Supplier_C,Food,West,2023-06-26 20:00:00,2023-01-26 08:00:00,19,442.16,538,Delivered,8,CON0078,8401.04,Yes
ORD00079,Supplier_C,Clothing,North,2023-04-01 04:00:00,2023-09-28 14:00:00,98,421.4,688,Delayed,2,CON0079,41297.2,Yes
ORD00080,Supplier_B,Food,West,2023-10-03 01:00:00,2023-10-07 13:00:00,59,176.22,718,Cancelled,26,CON0080,10396.98,Yes
ORD00081,Supplier_C,Furniture,South,2023-03-26 05:00:00,2023-08-08 12:00:00,68,310.93,932,Cancelled,21,CON0081,21143.24,Yes
ORD00082,Supplier_C,Clothing,North,2023-04-28 13:00:00,2023-12-07 18:00:00,67,247.35,923,Pending,4,CON0082,16572.45,Yes
ORD00083,Supplier_A,Furniture,East,2023-09-05 10:00:00,2023-11-29 07:00:00,41,483.75,305,Delayed,10,CON0083,19833.75,Yes
ORD00084,Supplier_D,Electronics,North,2023-09-13 12:00:00,2023-03-15 20:00:00,10,475.23,310,Cancelled,-8,CON0084,4752.3,No
ORD00085,Supplier_C,Clothing,East,2023-09-06 17:00:00,2023-11-17 14:00:00,28,492.0,387,Pending,-3,CON0085,13776.0,No
ORD00086,Supplier_C,Food,North,2023-09-15 00:00:00,2023-04-03 20:00:00,34,433.89,724,Cancelled,-5,CON0086,14752.26,No
ORD00087,Supplier_B,Electronics,East,2023-01-30 17:00:00,2023-03-21 20:00:00,39,455.23,865,Delayed,18,CON0087,17753.97,Yes
ORD00088,Supplier_A,Furniture,North,2023-10-28 03:00:00,2023-10-21 10:00:00,83,112.55,914,Delivered,8,CON0088,9341.65,Yes
ORD00089,Supplier_A,Clothing,South,2023-05-28 17:00:00,2023-05-10 21:00:00,56,416.35,548,Delivered,6,CON0089,23315.6,Yes
ORD00090,Supplier_D,Clothing,North,2023-12-17 14:00:00,2023-02-11 13:00:00,52,355.88,505,Delivered,-1,CON0090,18505.76,No
ORD00091,Supplier_A,Electronics,East,2023-02-05 23:00:00,2023-06-18 16:00:00,3,481.58,387,Delayed,22,CON0091,1444.74,Yes
ORD00092,Supplier_C,Clothing,North,2023-07-12 17:00:00,2023-10-04 15:00:00,23,287.77,292,Cancelled,2,CON0092,6618.71,Yes
ORD00093,Supplier_A,Furniture,East,2023-08-10 03:00:00,2023-07-01 09:00:00,17,47.16,178,Pending,16,CON0093,801.72,Yes
ORD00094,Supplier_B,Food,South,2023-03-01 09:00:00,2023-10-08 19:00:00,71,300.71,671,Delayed,1,CON0094,21350.41,Yes
ORD00095,Supplier_D,Clothing,South,2023-04-07 00:00:00,2023-03-04 13:00:00,26,344.86,428,Delivered,-9,CON0095,8966.36,No
ORD00096,Supplier_A,Food,North,2023-01-28 05:00:00,2023-08-27 01:00:00,18,114.06,879,Delayed,-1,CON0096,2053.08,No
ORD00097,Supplier_D,Food,East,2023-12-05 17:00:00,2023-11-03 09:00:00,46,200.09,523,Delayed,10,CON0097,9204.14,Yes
ORD00098,Supplier_C,Clothing,North,2023-10-08 14:00:00,2023-09-27 12:00:00,70,301.26,680,Delivered,12,CON0098,21088.2,Yes
ORD00099,Supplier_C,Electronics,South,2023-01-19 11:00:00,2023-12-22 01:00:00,31,190.18,311,Pending,-10,CON0099,5895.58,No
ORD00100,Supplier_B,Furniture,North,2023-11-07 19:00:00,2023-01-02 01:00:00,93,190.6,79,Pending,22,CON0100,17725.8,Yes
ORD00101,Supplier_A,Food,South,2023-07-14 13:00:00,2023-12-20 14:00:00,9,70.88,13,Delayed,15,CON0101,637.92,Yes
ORD00102,Supplier_B,Electronics,South,2023-08-01 18:00:00,2023-10-14 03:00:00,35,470.67,53,Cancelled,4,CON0102,16473.45,Yes
ORD00103,Supplier_A,Furniture,South,2023-07-04 20:00:00,2023-09-07 20:00:00,81,376.49,446,Cancelled,11,CON0103,30495.69,Yes
ORD00104,Supplier_B,Furniture,North,2023-04-30 01:00:00,2023-11-27 07:00:00,60,5.62,765,Cancelled,14,CON0104,337.2,Yes
ORD00105,Supplier_B,Electronics,East,2023-05-07 15:00:00,2023-08-02 17:00:00,76,383.98,64,Delivered,-10,CON0105,29182.48,No
ORD00106,Supplier_D,Electronics,South,2023-12-12 11:00:00,2023-11-18 22:00:00,63,371.2,371,Delivered,15,CON0106,23385.6,Yes
ORD00107,Supplier_A,Clothing,North,2023-04-25 01:00:00,2023-05-03 10:00:00,52,9.82,502,Pending,10,CON0107,510.64,Yes
ORD00108,Supplier_B,Food,South,2023-10-17 20:00:00,2023-08-04 20:00:00,48,187.95,569,Delayed,13,CON0108,9021.6,Yes
ORD00109,Supplier_C,Food,West,2023-08-07 07:00:00,2023-12-13 18:00:00,61,305.34,95,Cancelled,28,CON0109,18625.74,Yes
ORD00110,Supplier_B,Clothing,East,2023-03-08 23:00:00,2023-05-14 00:00:00,24,229.11,532,Pending,5,CON0110,5498.64,Yes
ORD00111,Supplier_D,Electronics,East,2023-05-04 01:00:00,2023-04-20 07:00:00,74,390.1,259,Delivered,21,CON0111,28867.4,Yes
ORD00112,Supplier_B,Food,South,2023-09-05 05:00:00,2023-08-28 04:00:00,58,215.6,584,Delivered,5,CON0112,12504.8,Yes
ORD00113,Supplier_A,Food,East,2023-07-15 02:00:00,2023-04-05 03:00:00,64,81.16,247,Cancelled,2,CON0113,5194.24,Yes
ORD00114,Supplier_A,Food,North,2023-09-21 21:00:00,2023-04-28 15:00:00,30,488.33,126,Delivered,21,CON0114,14649.9,Yes
ORD00115,Supplier_A,Clothing,West,2023-11-05 00:00:00,2023-10-21 05:00:00,29,124.81,498,Delivered,13,CON0115,3619.49,Yes
ORD00116,Supplier_B,Food,East,2023-10-03 09:00:00,2023-08-18 01:00:00,10,360.26,45,Delayed,2,CON0116,3602.6,Yes
ORD00117,Supplier_A,Food,West,2023-07-25 05:00:00,2023-01-02 18:00:00,39,75.86,981,Cancelled,0,CON0117,2958.54,No
ORD00118,Supplier_B,Food,West,2023-10-30 02:00:00,2023-02-06 18:00:00,55,167.86,267,Delivered,4,CON0118,9232.3,Yes
ORD00119,Supplier_C,Electronics,West,2023-08-29 23:00:00,2023-08-14 04:00:00,28,223.8,639,Delayed,-1,CON0119,6266.4,No
ORD00120,Supplier_B,Electronics,West,2023-10-08 03:00:00,2023-05-08 08:00:00,18,100.15,541,Delivered,-8,CON0120,1802.7,No
ORD00121,Supplier_A,Furniture,East,2023-01-08 16:00:00,2023-07-08 17:00:00,41,227.73,93,Cancelled,5,CON0121,9336.93,Yes
ORD00122,Supplier_C,Furniture,West,2023-01-22 17:00:00,2023-08-31 05:00:00,81,82.8,735,Pending,6,CON0122,6706.8,Yes
ORD00123,Supplier_D,Electronics,North,2023-02-22 00:00:00,2023-04-17 11:00:00,75,281.71,315,Delivered,14,CON0123,21128.25,Yes
ORD00124,Supplier_D,Food,West,2023-02-11 18:00:00,2023-11-09 07:00:00,65,333.54,611,Pending,19,CON0124,21680.1,Yes
ORD00125,Supplier_D,Food,North,2023-09-19 02:00:00,2023-07-17 15:00:00,81,35.9,70,Delivered,24,CON0125,2907.9,Yes
ORD00126,Supplier_D,Clothing,West,2023-09-26 12:00:00,2023-07-23 15:00:00,46,436.21,592,Delivered,26,CON0126,20065.66,Yes
ORD00127,Supplier_C,Food,East,2023-10-20 09:00:00,2023-06-19 06:00:00,60,96.64,448,Delayed,2,CON0127,5798.4,Yes
ORD00128,Supplier_D,Furniture,South,2023-12-24 17:00:00,2023-04-14 04:00:00,9,116.55,909,Cancelled,13,CON0128,1048.95,Yes
ORD00129,Supplier_B,Clothing,West,2023-03-09 09:00:00,2023-04-30 14:00:00,45,332.37,366,Cancelled,27,CON0129,14956.65,Yes
ORD00130,Supplier_D,Food,North,2023-01-28 12:00:00,2023-12-04 00:00:00,60,237.03,811,Delivered,15,CON0130,14221.8,Yes
ORD00131,Supplier_B,Electronics,South,2023-08-19 04:00:00,2023-10-04 22:00:00,28,252.2,619,Cancelled,-2,CON0131,7061.6,No
ORD00132,Supplier_B,Clothing,North,2023-11-14 08:00:00,2023-05-26 06:00:00,97,68.44,613,Delayed,8,CON0132,6638.68,Yes
ORD00133,Supplier_C,Food,North,2023-08-07 18:00:00,2023-02-19 07:00:00,3,403.84,409,Delayed,17,CON0133,1211.52,Yes
ORD00134,Supplier_C,Electronics,West,2023-11-10 00:00:00,2023-07-13 18:00:00,51,310.44,90,Delivered,-4,CON0134,15832.44,No
ORD00135,Supplier_A,Food,South,2023-10-15 17:00:00,2023-10-23 00:00:00,8,72.01,508,Delivered,11,CON0135,576.08,Yes
ORD00136,Supplier_A,Furniture,West,2023-01-14 07:00:00,2023-06-06 02:00:00,70,190.13,876,Cancelled,19,CON0136,13309.1,Yes
ORD00137,Supplier_B,Electronics,North,2023-05-31 00:00:00,2023-05-30 08:00:00,59,406.15,527,Delayed,26,CON0137,23962.85,Yes
ORD00138,Supplier_C,Food,West,2023-09-06 08:00:00,2023-09-13 21:00:00,61,286.34,109,Cancelled,5,CON0138,17466.74,Yes
ORD00139,Supplier_C,Electronics,South,2023-08-08 23:00:00,2023-10-03 13:00:00,58,58.78,774,Pending,25,CON0139,3409.24,Yes
ORD00140,Supplier_D,Furniture,South,2023-03-15 15:00:00,2023-10-14 09:00:00,70,189.52,671,Delayed,-6,CON0140,13266.4,No
ORD00141,Supplier_D,Clothing,West,2023-03-16 22:00:00,2023-04-05 11:00:00,93,125.13,764,Pending,18,CON0141,11637.09,Yes
ORD00142,Supplier_B,Food,South,2023-01-12 18:00:00,2023-12-08 17:00:00,12,261.15,88,Cancelled,12,CON0142,3133.8,Yes
ORD00143,Supplier_C,Furniture,North,2023-09-22 01:00:00,2023-03-16 08:00:00,9,422.46,606,Cancelled,-5,CON0143,3802.14,No
ORD00144,Supplier_C,Food,West,2023-08-04 06:00:00,2023-08-16 18:00:00,49,220.95,271,Pending,25,CON0144,10826.55,Yes
ORD00145,Supplier_C,Electronics,West,2023-10-24 17:00:00,2023-11-17 23:00:00,83,219.5,246,Pending,22,CON0145,18218.5,Yes
ORD00146,Supplier_A,Electronics,East,2023-11-05 17:00:00,2023-04-23 11:00:00,17,453.15,360,Cancelled,5,CON0146,7703.55,Yes
ORD00147,Supplier_B,Furniture,North,2023-08-17 17:00:00,2023-10-25 20:00:00,54,290.21,377,Delivered,23,CON0147,15671.34,Yes
ORD00148,Supplier_C,Furniture,North,2023-07-24 00:00:00,2023-08-30 21:00:00,44,285.26,205,Delivered,15,CON0148,12551.44,Yes
ORD00149,Supplier_D,Furniture,South,2023-01-06 10:00:00,2023-05-16 20:00:00,32,134.65,344,Cancelled,26,CON0149,4308.8,Yes
ORD00150,Supplier_A,Electronics,North,2023-02-23 21:00:00,2023-09-04 18:00:00,35,305.82,829,Delivered,2,CON0150,10703.7,Yes
ORD00151,Supplier_A,Clothing,South,2023-09-10 11:00:00,2023-12-11 03:00:00,78,290.08,797,Delayed,6,CON0151,22626.24,Yes
ORD00152,Supplier_D,Food,West,2023-10-17 21:00:00,2023-12-29 16:00:00,49,201.44,759,Delivered,21,CON0152,9870.56,Yes
ORD00153,Supplier_D,Furniture,West,2023-01-03 12:00:00,2023-06-29 04:00:00,54,495.39,454,Cancelled,21,CON0153,26751.06,Yes
ORD00154,Supplier_A,Electronics,South,2023-04-03 03:00:00,2023-07-17 19:00:00,16,441.54,907,Cancelled,17,CON0154,7064.64,Yes
ORD00155,Supplier_A,Clothing,South,2023-09-19 12:00:00,2023-08-25 04:00:00,85,376.05,66,Delayed,18,CON0155,31964.25,Yes
ORD00156,Supplier_C,Electronics,East,2023-08-12 11:00:00,2023-02-17 11:00:00,12,270.99,986,Delayed,14,CON0156,3251.88,Yes
ORD00157,Supplier_B,Food,West,2023-12-06 16:00:00,2023-03-17 05:00:00,88,233.72,557,Cancelled,11,CON0157,20567.36,Yes
ORD00158,Supplier_B,Clothing,South,2023-11-29 05:00:00,2023-03-21 04:00:00,98,96.52,978,Pending,16,CON0158,9458.96,Yes
ORD00159,Supplier_C,Clothing,North,2023-01-02 13:00:00,2023-08-13 11:00:00,8,156.34,42,Cancelled,27,CON0159,1250.72,Yes
ORD00160,Supplier_B,Electronics,South,2023-09-07 14:00:00,2023-12-23 12:00:00,21,388.11,228,Pending,9,CON0160,8150.31,Yes
ORD00161,Supplier_C,Furniture,West,2023-08-15 14:00:00,2023-05-22 15:00:00,48,229.61,950,Cancelled,13,CON0161,11021.28,Yes
ORD00162,Supplier_D,Food,East,2023-11-16 21:00:00,2023-04-26 14:00:00,8,441.72,812,Cancelled,-3,CON0162,3533.76,No
ORD00163,Supplier_D,Furniture,South,2023-01-20 17:00:00,2023-05-18 12:00:00,28,78.22,443,Delayed,3,CON0163,2190.16,Yes
ORD00164,Supplier_C,Electronics,East,2023-01-03 10:00:00,2023-01-20 16:00:00,80,256.63,233,Delayed,28,CON0164,20530.4,Yes
ORD00165,Supplier_A,Clothing,East,2023-04-20 20:00:00,2023-08-20 17:00:00,10,325.25,198,Delayed,3,CON0165,3252.5,Yes
ORD00166,Supplier_C,Clothing,North,2023-04-19 22:00:00,2023-06-24 20:00:00,52,260.84,496,Delayed,-6,CON0166,13563.68,No
ORD00167,Supplier_B,Furniture,East,2023-11-01 00:00:00,2023-05-27 16:00:00,15,445.17,847,Cancelled,10,CON0167,6677.55,Yes
ORD00168,Supplier_B,Food,North,2023-07-28 07:00:00,2023-04-02 22:00:00,4,494.83,31,Delivered,4,CON0168,1979.32,Yes
ORD00169,Supplier_A,Food,West,2023-12-11 20:00:00,2023-05-20 14:00:00,90,62.34,263,Cancelled,25,CON0169,5610.6,Yes
ORD00170,Supplier_B,Food,South,2023-06-08 05:00:00,2023-01-31 23:00:00,79,69.33,112,Pending,22,CON0170,5477.07,Yes
ORD00171,Supplier_B,Furniture,North,2023-04-22 10:00:00,2023-03-06 10:00:00,96,69.51,972,Pending,6,CON0171,6672.96,Yes
ORD00172,Supplier_B,Furniture,West,2023-09-26 04:00:00,2023-10-10 12:00:00,62,342.18,829,Cancelled,9,CON0172,21215.16,Yes
ORD00173,Supplier_D,Food,South,2023-05-11 00:00:00,2023-10-05 03:00:00,4,189.47,458,Delayed,-10,CON0173,757.88,No
ORD00174,Supplier_B,Clothing,South,2023-03-28 12:00:00,2023-02-15 13:00:00,41,367.99,275,Cancelled,5,CON0174,15087.59,Yes
ORD00175,Supplier_D,Clothing,North,2023-05-13 22:00:00,2023-08-21 18:00:00,73,205.71,145,Delivered,7,CON0175,15016.83,Yes
ORD00176,Supplier_A,Furniture,South,2023-07-19 11:00:00,2023-11-20 21:00:00,99,315.67,356,Delayed,-1,CON0176,31251.33,No
ORD00177,Supplier_A,Furniture,East,2023-09-10 08:00:00,2023-07-24 15:00:00,55,386.08,5,Cancelled,12,CON0177,21234.4,Yes
ORD00178,Supplier_D,Food,West,2023-11-09 06:00:00,2023-07-15 18:00:00,28,276.37,339,Delivered,7,CON0178,7738.36,Yes
ORD00179,Supplier_B,Food,South,2023-05-30 01:00:00,2023-04-01 20:00:00,47,272.05,991,Cancelled,-2,CON0179,12786.35,No
ORD00180,Supplier_C,Electronics,East,2023-07-17 13:00:00,2023-11-29 00:00:00,9,48.68,493,Cancelled,19,CON0180,438.12,Yes
ORD00181,Supplier_B,Clothing,West,2023-10-12 16:00:00,2023-06-23 11:00:00,2,208.34,107,Pending,2,CON0181,416.68,Yes
ORD00182,Supplier_A,Furniture,West,2023-04-18 13:00:00,2023-08-24 13:00:00,67,275.16,924,Cancelled,20,CON0182,18435.72,Yes
ORD00183,Supplier_A,Clothing,East,2023-06-07 19:00:00,2023-10-24 07:00:00,48,233.68,771,Delivered,2,CON0183,11216.64,Yes
ORD00184,Supplier_D,Electronics,South,2023-12-29 19:00:00,2023-08-01 14:00:00,69,450.89,70,Delayed,21,CON0184,31111.41,Yes
ORD00185,Supplier_B,Food,East,2023-10-23 23:00:00,2023-09-25 21:00:00,74,453.73,938,Delayed,6,CON0185,33576.02,Yes
ORD00186,Supplier_D,Food,West,2023-02-08 20:00:00,2023-10-15 07:00:00,28,411.85,339,Pending,-8,CON0186,11531.8,No
